uid,id_str,volume,chapter_no,subject_code,question_no,type,answer_mcq,answer_msq,answer_nat,tolerance_abs,source_pdf,source_page,source_line_index
v2:1.4.6,1.4.6,2,1,4,6,MCQ,C,,,,volume2,90,11
v2:1.4.7,1.4.7,2,1,4,7,MCQ,C,,,,volume2,90,11
v2:1.4.8,1.4.8,2,1,4,8,MCQ,D,,,,volume2,90,11
v2:1.4.9,1.4.9,2,1,4,9,MCQ,A,,,,volume2,90,11
v2:1.4.10,1.4.10,2,1,4,10,MCQ,C,,,,volume2,90,11
v2:1.4.11,1.4.11,2,1,4,11,MCQ,C,,,,volume2,90,12
v2:1.4.12,1.4.12,2,1,4,12,MCQ,D,,,,volume2,90,12
v2:1.4.13,1.4.13,2,1,4,13,MCQ,D,,,,volume2,90,12
v2:1.4.14,1.4.14,2,1,4,14,MCQ,A,,,,volume2,90,12
v2:1.5.1,1.5.1,2,1,5,1,MCQ,B,,,,volume2,90,12
v2:1.5.2,1.5.2,2,1,5,2,MCQ,C,,,,volume2,90,13
v2:1.6.1,1.6.1,2,1,6,1,MCQ,B,,,,volume2,90,13
v2:1.6.2,1.6.2,2,1,6,2,MCQ,C,,,,volume2,90,13
v2:1.6.3,1.6.3,2,1,6,3,MCQ,A,,,,volume2,90,13
v2:1.7.1,1.7.1,2,1,7,1,MCQ,D,,,,volume2,90,13
v2:1.8.1,1.8.1,2,1,8,1,MCQ,C,,,,volume2,90,14
v2:1.9.2,1.9.2,2,1,9,2,MCQ,B,,,,volume2,90,14
v2:1.9.3,1.9.3,2,1,9,3,MCQ,D,,,,volume2,90,14
v2:1.9.4,1.9.4,2,1,9,4,MCQ,A,,,,volume2,90,14
v2:1.9.5,1.9.5,2,1,9,5,MCQ,D,,,,volume2,90,15
v2:1.9.6,1.9.6,2,1,9,6,MCQ,D,,,,volume2,90,15
v2:1.10.1,1.10.1,2,1,10,1,NAT,,,75.0,0.01,volume2,90,15
v2:1.11.1,1.11.1,2,1,11,1,NAT,,,10.0,0.01,volume2,90,15
v2:1.12.1,1.12.1,2,1,12,1,MCQ,B,,,,volume2,90,15
v2:1.12.2,1.12.2,2,1,12,2,MCQ,C,,,,volume2,90,16
v2:1.12.3,1.12.3,2,1,12,3,MCQ,C,,,,volume2,90,16
v2:1.12.4,1.12.4,2,1,12,4,MCQ,B,,,,volume2,90,16
v2:1.12.5,1.12.5,2,1,12,5,MCQ,B,,,,volume2,90,16
v2:1.12.6,1.12.6,2,1,12,6,MCQ,A,,,,volume2,90,16
v2:1.12.7,1.12.7,2,1,12,7,NAT,,,34.0,0.01,volume2,90,17
v2:1.12.8,1.12.8,2,1,12,8,NAT,,,150.0,0.01,volume2,90,17
v2:1.12.9,1.12.9,2,1,12,9,MCQ,C,,,,volume2,90,17
v2:1.13.1,1.13.1,2,1,13,1,MCQ,B,,,,volume2,90,17
v2:1.13.2,1.13.2,2,1,13,2,MCQ,D,,,,volume2,90,17
v2:1.13.3,1.13.3,2,1,13,3,MCQ,A,,,,volume2,90,18
v2:1.13.4,1.13.4,2,1,13,4,MCQ,A,,,,volume2,90,18
v2:1.13.5,1.13.5,2,1,13,5,MCQ,B,,,,volume2,90,18
v2:1.13.6,1.13.6,2,1,13,6,MCQ,A,,,,volume2,90,18
v2:1.13.7,1.13.7,2,1,13,7,MSQ,,A;B,,,volume2,90,18
v2:1.13.8,1.13.8,2,1,13,8,NAT,,,929.0,0.01,volume2,90,19
v2:1.13.9,1.13.9,2,1,13,9,MCQ,A,,,,volume2,90,19
v2:1.13.10,1.13.10,2,1,13,10,MCQ,C,,,,volume2,90,19
v2:1.13.11,1.13.11,2,1,13,11,MCQ,D,,,,volume2,90,19
v2:1.14.2,1.14.2,2,1,14,2,MCQ,C,,,,volume2,90,20
v2:1.14.3,1.14.3,2,1,14,3,MCQ,C,,,,volume2,90,20
v2:1.14.4,1.14.4,2,1,14,4,MCQ,C,,,,volume2,90,20
v2:1.14.5,1.14.5,2,1,14,5,MCQ,D,,,,volume2,90,20
v2:1.14.6,1.14.6,2,1,14,6,MCQ,D,,,,volume2,90,20
v2:1.14.7,1.14.7,2,1,14,7,MCQ,C,,,,volume2,90,21
v2:1.14.8,1.14.8,2,1,14,8,MCQ,C,,,,volume2,90,21
v2:1.14.9,1.14.9,2,1,14,9,MCQ,B,,,,volume2,90,21
v2:1.14.10,1.14.10,2,1,14,10,NAT,,,19.0,0.01,volume2,90,21
v2:1.14.11,1.14.11,2,1,14,11,MCQ,D,,,,volume2,90,21
v2:1.14.12,1.14.12,2,1,14,12,NAT,,,31.0,0.01,volume2,90,22
v2:1.14.13,1.14.13,2,1,14,13,MCQ,D,,,,volume2,90,22
v2:1.14.14,1.14.14,2,1,14,14,MCQ,A,,,,volume2,90,22
v2:1.14.15,1.14.15,2,1,14,15,NAT,,,5040.0,0.01,volume2,90,22
v2:1.14.16,1.14.16,2,1,14,16,MCQ,C,,,,volume2,90,22
v2:1.14.17,1.14.17,2,1,14,17,NAT,,,60.0,0.01,volume2,90,23
v2:1.14.18,1.14.18,2,1,14,18,MCQ,A,,,,volume2,90,23
v2:1.14.19,1.14.19,2,1,14,19,MCQ,D,,,,volume2,90,23
v2:1.14.20,1.14.20,2,1,14,20,MCQ,D,,,,volume2,90,23
v2:1.14.21,1.14.21,2,1,14,21,MCQ,D,,,,volume2,90,23
v2:1.14.22,1.14.22,2,1,14,22,MCQ,B,,,,volume2,90,24
v2:1.15.1,1.15.1,2,1,15,1,MCQ,A,,,,volume2,90,24
v2:1.15.2,1.15.2,2,1,15,2,MCQ,B,,,,volume2,90,24
v2:1.15.3,1.15.3,2,1,15,3,MCQ,D,,,,volume2,90,24
v2:1.15.4,1.15.4,2,1,15,4,MCQ,A,,,,volume2,90,24
v2:1.15.5,1.15.5,2,1,15,5,NAT,,,16.0,0.01,volume2,90,25
v2:1.16.1,1.16.1,2,1,16,1,MCQ,B,,,,volume2,90,25
v2:1.16.3,1.16.3,2,1,16,3,NAT,,,13.0,0.01,volume2,90,25
v2:1.16.4,1.16.4,2,1,16,4,MCQ,C,,,,volume2,90,25
v2:1.16.5,1.16.5,2,1,16,5,MCQ,B,,,,volume2,91,0
v2:1.16.6,1.16.6,2,1,16,6,MCQ,C,,,,volume2,91,0
v2:1.16.7,1.16.7,2,1,16,7,MCQ,D,,,,volume2,91,0
v2:1.17.1,1.17.1,2,1,17,1,NAT,,,2.33,0.01,volume2,91,0
v2:1.17.2,1.17.2,2,1,17,2,MCQ,A,,,,volume2,91,0
v2:1.17.3,1.17.3,2,1,17,3,MCQ,D,,,,volume2,91,1
v2:1.17.4,1.17.4,2,1,17,4,NAT,,,225.0,0.01,volume2,91,1
v2:1.17.5,1.17.5,2,1,17,5,MCQ,B,,,,volume2,91,1
v2:1.17.6,1.17.6,2,1,17,6,MCQ,A,,,,volume2,91,1
v2:1.18.3,1.18.3,2,1,18,3,MCQ,C,,,,volume2,91,2
v2:1.18.4,1.18.4,2,1,18,4,MCQ,A,,,,volume2,91,2
v2:1.18.6,1.18.6,2,1,18,6,MCQ,C,,,,volume2,91,2
v2:1.18.7,1.18.7,2,1,18,7,MCQ,C,,,,volume2,91,3
v2:1.18.9,1.18.9,2,1,18,9,MCQ,C,,,,volume2,91,3
v2:1.18.10,1.18.10,2,1,18,10,MCQ,D,,,,volume2,91,3
v2:1.18.11,1.18.11,2,1,18,11,MCQ,A,,,,volume2,91,3
v2:1.18.12,1.18.12,2,1,18,12,MCQ,B,,,,volume2,91,4
v2:1.18.13,1.18.13,2,1,18,13,MCQ,D,,,,volume2,91,4
v2:1.18.14,1.18.14,2,1,18,14,MCQ,C,,,,volume2,91,4
v2:1.18.15,1.18.15,2,1,18,15,MCQ,C,,,,volume2,91,4
v2:1.18.16,1.18.16,2,1,18,16,MCQ,D,,,,volume2,91,4
v2:1.18.17,1.18.17,2,1,18,17,MCQ,D,,,,volume2,91,5
v2:1.18.18,1.18.18,2,1,18,18,MCQ,D,,,,volume2,91,5
v2:1.18.19,1.18.19,2,1,18,19,MCQ,B,,,,volume2,91,5
v2:1.18.20,1.18.20,2,1,18,20,MCQ,C,,,,volume2,91,5
v2:1.18.21,1.18.21,2,1,18,21,MCQ,B,,,,volume2,91,5
v2:1.18.22,1.18.22,2,1,18,22,MCQ,D,,,,volume2,91,6
v2:1.18.23,1.18.23,2,1,18,23,MCQ,B,,,,volume2,91,6
v2:1.18.24,1.18.24,2,1,18,24,MCQ,A,,,,volume2,91,6
v2:1.18.25,1.18.25,2,1,18,25,NAT,,,9.0,0.01,volume2,91,6
v2:1.18.26,1.18.26,2,1,18,26,MCQ,A,,,,volume2,91,6
v2:1.18.27,1.18.27,2,1,18,27,MCQ,D,,,,volume2,91,7
v2:1.18.28,1.18.28,2,1,18,28,NAT,,,51.0,0.01,volume2,91,7
v2:1.18.29,1.18.29,2,1,18,29,NAT,,,9.0,0.01,volume2,91,7
v2:1.18.30,1.18.30,2,1,18,30,MCQ,D,,,,volume2,91,7
v2:1.18.31,1.18.31,2,1,18,31,NAT,,,81.0,0.01,volume2,91,7
v2:1.18.32,1.18.32,2,1,18,32,NAT,,,1023.0,0.01,volume2,91,8
v2:1.18.33,1.18.33,2,1,18,33,NAT,,,15.0,0.01,volume2,91,8
v2:1.18.34,1.18.34,2,1,18,34,MCQ,D,,,,volume2,91,8
v2:1.18.35,1.18.35,2,1,18,35,MCQ,C,,,,volume2,91,8
v2:1.18.36,1.18.36,2,1,18,36,MCQ,C,,,,volume2,91,8
v2:1.18.37,1.18.37,2,1,18,37,MCQ,D,,,,volume2,91,9
v2:1.18.38,1.18.38,2,1,18,38,MCQ,C,,,,volume2,91,9
v2:1.19.1,1.19.1,2,1,19,1,MCQ,A,,,,volume2,91,9
v2:1.19.2,1.19.2,2,1,19,2,MCQ,D,,,,volume2,91,9
v2:1.19.3,1.19.3,2,1,19,3,MSQ,,A;C,,,volume2,91,9
v2:1.20.1,1.20.1,2,1,20,1,MCQ,D,,,,volume2,91,10
v2:1.21.1,1.21.1,2,1,21,1,MCQ,C,,,,volume2,91,10
v2:1.21.2,1.21.2,2,1,21,2,NAT,,,1500.0,0.01,volume2,91,10
v2:1.21.3,1.21.3,2,1,21,3,MCQ,C,,,,volume2,91,10
v2:1.22.1,1.22.1,2,1,22,1,MCQ,B,,,,volume2,91,10
v2:1.22.2,1.22.2,2,1,22,2,MCQ,B,,,,volume2,91,11
v2:1.22.3,1.22.3,2,1,22,3,MCQ,B,,,,volume2,91,11
v2:1.23.1,1.23.1,2,1,23,1,MCQ,C,,,,volume2,91,11
v2:1.23.2,1.23.2,2,1,23,2,NAT,,,358.0,0.01,volume2,91,11
v2:1.24.3,1.24.3,2,1,24,3,NAT,,,2.0,0.01,volume2,91,12
v2:1.24.6,1.24.6,2,1,24,6,MCQ,C,,,,volume2,91,12
v2:1.24.8,1.24.8,2,1,24,8,MCQ,B,,,,volume2,91,13
v2:1.24.9,1.24.9,2,1,24,9,MCQ,C,,,,volume2,91,13
v2:1.24.10,1.24.10,2,1,24,10,MCQ,B,,,,volume2,91,13
v2:1.24.11,1.24.11,2,1,24,11,MCQ,D,,,,volume2,91,13
v2:1.24.12,1.24.12,2,1,24,12,MCQ,D,,,,volume2,91,14
v2:1.24.13,1.24.13,2,1,24,13,MCQ,D,,,,volume2,91,14
v2:1.24.14,1.24.14,2,1,24,14,MCQ,D,,,,volume2,91,14
v2:1.24.15,1.24.15,2,1,24,15,MCQ,B,,,,volume2,91,14
v2:1.24.16,1.24.16,2,1,24,16,MCQ,B,,,,volume2,91,14
v2:1.24.17,1.24.17,2,1,24,17,MCQ,C,,,,volume2,91,15
v2:1.24.19,1.24.19,2,1,24,19,NAT,,,6.0,0.01,volume2,91,15
v2:1.24.20,1.24.20,2,1,24,20,NAT,,,69.0,0.01,volume2,91,15
v2:1.24.21,1.24.21,2,1,24,21,NAT,,,995.0,0.01,volume2,91,15
v2:1.24.22,1.24.22,2,1,24,22,MCQ,A,,,,volume2,91,16
v2:1.24.23,1.24.23,2,1,24,23,NAT,,,7.0,0.01,volume2,91,16
v2:1.24.24,1.24.24,2,1,24,24,MCQ,B,,,,volume2,91,16
v2:1.24.25,1.24.25,2,1,24,25,NAT,,,4.0,0.01,volume2,91,16
v2:1.24.26,1.24.26,2,1,24,26,MCQ,D,,,,volume2,91,16
v2:1.24.27,1.24.27,2,1,24,27,NAT,,,99.0,0.01,volume2,91,17
v2:1.24.28,1.24.28,2,1,24,28,NAT,,,3.0,0.01,volume2,91,17
v2:1.24.29,1.24.29,2,1,24,29,MCQ,C,,,,volume2,91,17
v2:1.24.30,1.24.30,2,1,24,30,MSQ,,A;B;C,,,volume2,91,17
v2:1.24.31,1.24.31,2,1,24,31,NAT,,,24.0,0.01,volume2,91,17
v2:1.24.32,1.24.32,2,1,24,32,NAT,,,9.0,0.01,volume2,91,18
v2:1.24.33,1.24.33,2,1,24,33,NAT,,,5.0,0.01,volume2,91,18
v2:1.24.34,1.24.34,2,1,24,34,MCQ,A,,,,volume2,91,18
v2:1.25.1,1.25.1,2,1,25,1,MCQ,D,,,,volume2,91,18
v2:1.25.2,1.25.2,2,1,25,2,MCQ,C,,,,volume2,91,18
v2:1.26.1,1.26.1,2,1,26,1,MCQ,C,,,,volume2,91,19
v2:1.26.4,1.26.4,2,1,26,4,MCQ,C,,,,volume2,91,19
v2:1.26.5,1.26.5,2,1,26,5,MCQ,C,,,,volume2,91,19
v2:1.26.6,1.26.6,2,1,26,6,MCQ,B,,,,volume2,91,20
v2:1.26.7,1.26.7,2,1,26,7,MCQ,B,,,,volume2,91,20
v2:1.26.8,1.26.8,2,1,26,8,MCQ,B,,,,volume2,91,20
v2:1.26.9,1.26.9,2,1,26,9,MCQ,C,,,,volume2,91,20
v2:1.26.10,1.26.10,2,1,26,10,MCQ,A,,,,volume2,91,20
v2:1.26.11,1.26.11,2,1,26,11,MCQ,B,,,,volume2,91,21
v2:1.26.12,1.26.12,2,1,26,12,MCQ,A,,,,volume2,91,21
v2:1.26.13,1.26.13,2,1,26,13,NAT,,,0.08,0.01,volume2,91,21
v2:1.26.14,1.26.14,2,1,26,14,NAT,,,0.0,0.01,volume2,91,21
v2:1.27.8,1.27.8,2,1,27,8,MCQ,B,,,,volume2,91,23
v2:1.27.9,1.27.9,2,1,27,9,MCQ,A,,,,volume2,91,23
v2:1.27.11,1.27.11,2,1,27,11,MCQ,B,,,,volume2,91,23
v2:1.27.13,1.27.13,2,1,27,13,MCQ,B,,,,volume2,91,24
v2:1.27.14,1.27.14,2,1,27,14,MCQ,C,,,,volume2,91,24
v2:1.27.16,1.27.16,2,1,27,16,MCQ,D,,,,volume2,91,24
v2:1.27.17,1.27.17,2,1,27,17,MCQ,A,,,,volume2,91,25
v2:1.27.18,1.27.18,2,1,27,18,MCQ,B,,,,volume2,91,25
v2:1.27.19,1.27.19,2,1,27,19,MCQ,D,,,,volume2,91,25
v2:1.27.21,1.27.21,2,1,27,21,MCQ,A,,,,volume2,91,25
v2:1.27.22,1.27.22,2,1,27,22,MCQ,D,,,,volume2,91,26
v2:1.27.23,1.27.23,2,1,27,23,MCQ,A,,,,volume2,91,26
v2:1.27.24,1.27.24,2,1,27,24,MCQ,A,,,,volume2,91,26
v2:2.32.2,2.32.2,2,2,32,2,NAT,,,33.0,0.01,volume2,91,26
v2:1.27.27,1.27.27,2,1,27,27,MCQ,B,,,,volume2,91,27
v2:1.27.28,1.27.28,2,1,27,28,MCQ,A,,,,volume2,91,27
v2:1.27.29,1.27.29,2,1,27,29,MCQ,C,,,,volume2,91,27
v2:1.27.30,1.27.30,2,1,27,30,MCQ,C,,,,volume2,91,27
v2:1.27.31,1.27.31,2,1,27,31,MCQ,A,,,,volume2,91,27
v2:1.27.32,1.27.32,2,1,27,32,MCQ,A,,,,volume2,91,28
v2:1.27.33,1.27.33,2,1,27,33,MCQ,B,,,,volume2,91,28
v2:1.27.34,1.27.34,2,1,27,34,MCQ,C,,,,volume2,91,28
v2:1.27.35,1.27.35,2,1,27,35,MCQ,A,,,,volume2,91,28
v2:1.28.1,1.28.1,2,1,28,1,MCQ,C,,,,volume2,91,28
v2:1.28.2,1.28.2,2,1,28,2,MCQ,A,,,,volume2,91,29
v2:1.28.3,1.28.3,2,1,28,3,NAT,,,10230.0,0.01,volume2,91,29
v2:1.28.4,1.28.4,2,1,28,4,NAT,,,60.0,0.01,volume2,91,29
v2:1.29.2,1.29.2,2,1,29,2,MCQ,C,,,,volume2,91,29
v2:1.29.3,1.29.3,2,1,29,3,MCQ,A,,,,volume2,91,30
v2:1.29.4,1.29.4,2,1,29,4,MCQ,C,,,,volume2,91,30
v2:1.29.5,1.29.5,2,1,29,5,MCQ,A,,,,volume2,91,30
v2:1.29.6,1.29.6,2,1,29,6,NAT,,,5.0,0.01,volume2,91,30
v2:1.29.7,1.29.7,2,1,29,7,MSQ,,B;C;D,,,volume2,91,30
v2:1.30.2,1.30.2,2,1,30,2,MCQ,B,,,,volume2,91,31
v2:1.30.3,1.30.3,2,1,30,3,MCQ,D,,,,volume2,91,31
v2:1.30.4,1.30.4,2,1,30,4,MCQ,A,,,,volume2,91,31
v2:1.30.5,1.30.5,2,1,30,5,MCQ,C,,,,volume2,91,31
v2:1.30.6,1.30.6,2,1,30,6,MCQ,B,,,,volume2,91,32
v2:1.30.7,1.30.7,2,1,30,7,MCQ,C,,,,volume2,91,32
v2:1.30.8,1.30.8,2,1,30,8,MSQ,,A;C;D,,,volume2,91,32
v2:1.30.9,1.30.9,2,1,30,9,MCQ,C,,,,volume2,91,32
v2:1.31.2,1.31.2,2,1,31,2,MCQ,A,,,,volume2,91,33
v2:1.31.3,1.31.3,2,1,31,3,NAT,,,7.0,0.01,volume2,91,33
v2:1.31.5,1.31.5,2,1,31,5,MCQ,D,,,,volume2,91,33
v2:1.31.8,1.31.8,2,1,31,8,MCQ,B,,,,volume2,91,34
v2:1.31.9,1.31.9,2,1,31,9,MCQ,B,,,,volume2,91,34
v2:1.31.12,1.31.12,2,1,31,12,MCQ,B,,,,volume2,91,35
v2:1.31.13,1.31.13,2,1,31,13,MCQ,A,,,,volume2,91,35
v2:1.31.14,1.31.14,2,1,31,14,MCQ,C,,,,volume2,91,35
v2:1.31.15,1.31.15,2,1,31,15,MCQ,A,,,,volume2,91,35
v2:1.31.16,1.31.16,2,1,31,16,MCQ,A,,,,volume2,91,35
v2:1.31.17,1.31.17,2,1,31,17,MCQ,C,,,,volume2,91,36
v2:1.31.18,1.31.18,2,1,31,18,MCQ,B,,,,volume2,91,36
v2:1.31.20,1.31.20,2,1,31,20,MCQ,D,,,,volume2,91,36
v2:1.31.21,1.31.21,2,1,31,21,MCQ,D,,,,volume2,91,36
v2:1.31.22,1.31.22,2,1,31,22,MCQ,C,,,,volume2,91,37
v2:1.31.23,1.31.23,2,1,31,23,MCQ,D,,,,volume2,91,37
v2:1.31.24,1.31.24,2,1,31,24,NAT,,,3.0,0.01,volume2,91,37
v2:1.31.25,1.31.25,2,1,31,25,MCQ,A,,,,volume2,91,37
v2:1.31.26,1.31.26,2,1,31,26,MCQ,B,,,,volume2,91,37
v2:1.31.27,1.31.27,2,1,31,27,MCQ,C,,,,volume2,91,38
v2:1.31.28,1.31.28,2,1,31,28,MCQ,C,,,,volume2,91,38
v2:1.32.1,1.32.1,2,1,32,1,MCQ,B,,,,volume2,91,38
v2:1.33.1,1.33.1,2,1,33,1,MCQ,C,,,,volume2,91,38
v2:1.33.2,1.33.2,2,1,33,2,NAT,,,109.0,0.01,volume2,91,38
v2:2.1.1,2.1.1,2,2,1,1,MCQ,C,,,,volume2,153,39
v2:2.1.5,2.1.5,2,2,1,5,MCQ,B,,,,volume2,153,39
v2:2.1.6,2.1.6,2,2,1,6,MCQ,D,,,,volume2,153,40
v2:2.1.7,2.1.7,2,2,1,7,MSQ,,A;B;C;D,,,volume2,153,40
v2:2.1.8,2.1.8,2,2,1,8,MCQ,C,,,,volume2,153,40
v2:2.1.9,2.1.9,2,2,1,9,MCQ,A,,,,volume2,153,40
v2:2.1.10,2.1.10,2,2,1,10,MCQ,B,,,,volume2,153,40
v2:2.1.11,2.1.11,2,2,1,11,MCQ,C,,,,volume2,153,41
v2:2.1.12,2.1.12,2,2,1,12,MCQ,B,,,,volume2,153,41
v2:2.1.13,2.1.13,2,2,1,13,MCQ,C,,,,volume2,153,41
v2:2.1.14,2.1.14,2,2,1,14,MCQ,C,,,,volume2,153,41
v2:2.1.15,2.1.15,2,2,1,15,MCQ,D,,,,volume2,153,41
v2:2.1.16,2.1.16,2,2,1,16,MCQ,D,,,,volume2,153,42
v2:2.1.17,2.1.17,2,2,1,17,MCQ,D,,,,volume2,153,42
v2:2.1.18,2.1.18,2,2,1,18,MCQ,D,,,,volume2,153,42
v2:11.83.11,11.83.11,2,11,83,11,NAT,,,87.0,0.01,volume2,153,42
v2:2.2.2,2.2.2,2,2,2,2,NAT,,,4.0,0.01,volume2,153,42
v2:2.4.7,2.4.7,2,2,4,7,MCQ,D,,,,volume2,154,1
v2:2.4.8,2.4.8,2,2,4,8,MCQ,D,,,,volume2,154,1
v2:2.4.12,2.4.12,2,2,4,12,MCQ,B,,,,volume2,154,2
v2:2.4.18,2.4.18,2,2,4,18,MCQ,D,,,,volume2,154,3
v2:2.4.22,2.4.22,2,2,4,22,MCQ,C,,,,volume2,154,4
v2:2.4.27,2.4.27,2,2,4,27,MCQ,C,,,,volume2,154,5
v2:2.4.28,2.4.28,2,2,4,28,MCQ,D,,,,volume2,154,5
v2:2.4.32,2.4.32,2,2,4,32,MCQ,C,,,,volume2,154,6
v2:2.4.33,2.4.33,2,2,4,33,MCQ,A,,,,volume2,154,6
v2:2.4.36,2.4.36,2,2,4,36,MCQ,D,,,,volume2,154,7
v2:2.4.37,2.4.37,2,2,4,37,MCQ,D,,,,volume2,154,7
v2:2.4.38,2.4.38,2,2,4,38,NAT,,,20.0,0.01,volume2,154,7
v2:2.4.42,2.4.42,2,2,4,42,NAT,,,24.0,0.01,volume2,154,8
v2:2.4.43,2.4.43,2,2,4,43,NAT,,,30.0,0.01,volume2,154,8
v2:2.4.47,2.4.47,2,2,4,47,MCQ,A,,,,volume2,154,9
v2:2.4.52,2.4.52,2,2,4,52,NAT,,,160.0,0.01,volume2,154,10
v2:3.13.5,3.13.5,2,3,13,5,NAT,,,13.5,0.01,volume2,154,10
v2:2.4.53,2.4.53,2,2,4,53,NAT,,,2454.0,0.01,volume2,154,"10,11"
v2:13.3.13,13.3.13,2,13,3,13,MCQ,B,,,,volume2,154,"10,11"
v2:2.4.57,2.4.57,2,2,4,57,MCQ,A,,,,volume2,154,11
v2:2.4.61,2.4.61,2,2,4,61,NAT,,,19.0,0.01,volume2,154,12
v2:2.4.63,2.4.63,2,2,4,63,NAT,,,3.0,0.01,volume2,154,12
v2:2.4.67,2.4.67,2,2,4,67,MCQ,B,,,,volume2,154,13
v2:2.4.68,2.4.68,2,2,4,68,MCQ,C,,,,volume2,154,13
v2:2.4.72,2.4.72,2,2,4,72,MCQ,D,,,,volume2,154,14
v2:2.6.3,2.6.3,2,2,6,3,MCQ,A,,,,volume2,154,15
v2:2.6.4,2.6.4,2,2,6,4,NAT,,,456.0,0.01,volume2,154,15
v2:2.6.5,2.6.5,2,2,6,5,NAT,,,0.0,0.01,volume2,154,16
v2:2.6.8,2.6.8,2,2,6,8,MCQ,C,,,,volume2,154,16
v2:2.6.9,2.6.9,2,2,6,9,MCQ,C,,,,volume2,154,16
v2:2.7.2,2.7.2,2,2,7,2,MCQ,B,,,,volume2,154,17
v2:2.8.2,2.8.2,2,2,8,2,MCQ,D,,,,volume2,154,17
v2:2.8.3,2.8.3,2,2,8,3,MCQ,B,,,,volume2,154,17
v2:2.10.3,2.10.3,2,2,10,3,MCQ,C,,,,volume2,154,20
v2:2.10.4,2.10.4,2,2,10,4,MCQ,C,,,,volume2,154,20
v2:2.11.2,2.11.2,2,2,11,2,NAT,,,256.0,0.01,volume2,154,21
v2:2.41.7,2.41.7,2,2,41,7,NAT,,,14.0,0.01,volume2,154,22
v2:2.11.8,2.11.8,2,2,11,8,NAT,,,32.0,0.01,volume2,154,22
v2:2.13.2,2.13.2,2,2,13,2,MCQ,B,,,,volume2,154,23
v2:2.13.3,2.13.3,2,2,13,3,MCQ,A,,,,volume2,154,23
v2:2.13.7,2.13.7,2,2,13,7,MCQ,C,,,,volume2,154,24
v2:2.13.8,2.13.8,2,2,13,8,NAT,,,10.2,0.01,volume2,154,24
v2:2.14.4,2.14.4,2,2,14,4,MCQ,B,,,,volume2,154,25
v2:2.14.8,2.14.8,2,2,14,8,MCQ,C,,,,volume2,154,26
v2:2.14.9,2.14.9,2,2,14,9,MCQ,B,,,,volume2,154,26
v2:2.14.14,2.14.14,2,2,14,14,MCQ,D,,,,volume2,154,27
v2:2.14.19,2.14.19,2,2,14,19,MCQ,D,,,,volume2,154,28
v2:2.15.2,2.15.2,2,2,15,2,MCQ,D,,,,volume2,154,29
v2:2.15.3,2.15.3,2,2,15,3,NAT,,,31.0,0.01,volume2,154,29
v2:2.16.1,2.16.1,2,2,16,1,MCQ,B,,,,volume2,154,30
v2:2.16.6,2.16.6,2,2,16,6,MCQ,D,,,,volume2,154,31
v2:2.16.7,2.16.7,2,2,16,7,MCQ,A,,,,volume2,154,31
v2:2.16.10,2.16.10,2,2,16,10,MCQ,D,,,,volume2,154,32
v2:2.16.11,2.16.11,2,2,16,11,MCQ,B,,,,volume2,154,32
v2:2.16.12,2.16.12,2,2,16,12,MCQ,D,,,,volume2,154,32
v2:2.17.8,2.17.8,2,2,17,8,MCQ,A,,,,volume2,154,34
v2:2.17.9,2.17.9,2,2,17,9,MCQ,C,,,,volume2,154,34
v2:2.17.14,2.17.14,2,2,17,14,MCQ,B,,,,volume2,154,35
v2:2.17.19,2.17.19,2,2,17,19,NAT,,,4.0,0.01,volume2,154,36
v2:2.17.24,2.17.24,2,2,17,24,NAT,,,3.0,0.01,volume2,154,37
v2:3.1.4,3.1.4,2,3,1,4,MSQ,,A;B;C,,,volume2,218,48
v2:3.1.9,3.1.9,2,3,1,9,MCQ,B,,,,volume2,218,49
v2:3.2.1,3.2.1,2,3,2,1,MCQ,C,,,,volume2,218,49
v2:3.3.1,3.3.1,2,3,3,1,NAT,,,6.0,0.01,volume2,218,50
v2:3.4.1,3.4.1,2,3,4,1,MCQ,A,,,,volume2,218,50
v2:3.4.2,3.4.2,2,3,4,2,MCQ,D,,,,volume2,218,50
v2:3.4.3,3.4.3,2,3,4,3,MCQ,A,,,,volume2,218,50
v2:3.4.4,3.4.4,2,3,4,4,MCQ,D,,,,volume2,218,50
v2:3.4.5,3.4.5,2,3,4,5,NAT,,,7.0,0.01,volume2,218,51
v2:3.4.6,3.4.6,2,3,4,6,MCQ,A,,,,volume2,218,51
v2:3.4.7,3.4.7,2,3,4,7,MCQ,C,,,,volume2,218,51
v2:3.4.8,3.4.8,2,3,4,8,NAT,,,6.0,0.01,volume2,218,51
v2:3.4.9,3.4.9,2,3,4,9,MCQ,D,,,,volume2,218,51
v2:3.4.10,3.4.10,2,3,4,10,MCQ,B,,,,volume2,218,52
v2:3.5.1,3.5.1,2,3,5,1,MCQ,C,,,,volume2,218,52
v2:3.5.3,3.5.3,2,3,5,3,MCQ,A,,,,volume2,218,52
v2:3.5.4,3.5.4,2,3,5,4,MCQ,B,,,,volume2,218,52
v2:3.5.5,3.5.5,2,3,5,5,MCQ,C,,,,volume2,219,0
v2:3.5.7,3.5.7,2,3,5,7,MCQ,C,,,,volume2,219,0
v2:3.5.8,3.5.8,2,3,5,8,MCQ,B,,,,volume2,219,0
v2:3.5.9,3.5.9,2,3,5,9,MCQ,D,,,,volume2,219,0
